Timestamp,age_group,gender,academic_level,university_type,prior_residence,living_arrangement,sleep_duration,employment_type,meal_skipping,commute_time,internet_quality,study_space_quality,current_gpa,study_routine,attendance,academic_overwhelm,family_income,scholarship,personal_income,academic_resource_access,study_material_satisfaction,dropout_intention_score,risk_class
2025-05-22 21:51:24.957,21–23,Female,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,30–60 minutes,3,Yes - Noisy (2),3.1–3.5,Sporadically (no fixed schedule),>75%,Sometimes,"20,000–50,000",No,"5,000–10,000 BDT","Yes, Daily",2,5,High Risk
2025-05-22 21:56:40.555,21–23,Male,Undergraduate (Year 2–4),Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),5–6 hours,No,1–2 times/week,<30 minutes,3,Yes - Noisy (2),3.1–3.5,Sporadically (no fixed schedule),50–75%,Often,"20,000–50,000",No,No personal income,"Yes, Daily",2,1,Low Risk
2025-05-22 22:13:06.126,24+,Male,Masters,Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",3–4 times/week,>1 hour,3,Yes - Quiet (4),>3.5,Sporadically (no fixed schedule),>75%,Sometimes,"20,000–50,000",No,"5,000–10,000 BDT",No access,4,1,Low Risk
2025-05-24 15:09:06.083,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),5–6 hours,"Yes, Freelancing (e.g., online work)",3–4 times/week,<30 minutes,3,Yes - Moderate noise (3),3.1–3.5,Only before exams,50–75%,Sometimes,"20,000–50,000",No,"5,000–10,000 BDT",No access,1,1,Low Risk
2025-05-24 15:09:42.741,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Freelancing (e.g., online work)",Daily,<30 minutes,3,Yes - Moderate noise (3),>3.5,Only before exams,>75%,Rarely,"20,000–50,000",No,"<5,000 BDT","Yes, Rarely",1,1,Low Risk
2025-05-24 15:13:52.410,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Part-time/Full-time Job",1–2 times/week,<30 minutes,4,Yes - Quiet (4),3.1–3.5,Only before exams,>75%,Rarely,"50,001–100,000",No,">10,000 BDT","Yes, Daily",3,1,Low Risk
2025-05-24 15:15:03.114,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,No,Never,<30 minutes,3,Yes - Moderate noise (3),2.5–3.0,Only before exams,>75%,Often,"20,000–50,000",No,No personal income,"Yes, Rarely",3,3,Moderate Risk
2025-05-24 15:15:18.599,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Part-time/Full-time Job",3–4 times/week,<30 minutes,2,Yes - Moderate noise (3),2.5–3.0,Sporadically (no fixed schedule),50–75%,Often,"<20,000",No,No personal income,"Yes, Rarely",1,5,High Risk
2025-05-24 15:16:14.783,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Tuition/Coaching",3–4 times/week,<30 minutes,4,Yes - Quiet (4),>3.5,Sporadically (no fixed schedule),>75%,Sometimes,"<20,000","Yes, Private/Donor-Funded","5,000–10,000 BDT","Yes, Daily",3,2,Low Risk
2025-05-24 15:16:31.868,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),7–8 hours,"Yes, Tuition/Coaching",1–2 times/week,<30 minutes,3,Yes - Moderate noise (3),3.1–3.5,Only before exams,>75%,Often,"20,000–50,000",No,"5,000–10,000 BDT","Yes, Weekly",2,5,High Risk
2025-05-24 15:16:51.135,24+,Male,Masters,Public University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,<30 minutes,4,Yes - Moderate noise (3),>3.5,Sporadically (no fixed schedule),>75%,Sometimes,"<20,000",No,No personal income,"Yes, Weekly",1,1,Low Risk
2025-05-24 15:18:42.333,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,No,1–2 times/week,<30 minutes,4,Yes - Quiet (4),>3.5,Only before exams,>75%,Sometimes,"50,001–100,000",No,No personal income,No access,3,1,Low Risk
2025-05-24 15:20:57.753,21–23,Male,Undergraduate (Year 2–4),Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),7–8 hours,No,1–2 times/week,<30 minutes,1,Yes - Quiet (4),3.1–3.5,Only before exams,>75%,Sometimes,"<20,000","Yes, University Merit-Based",No personal income,"Yes, Daily",4,5,High Risk
2025-05-24 15:21:11.678,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),5–6 hours,"Yes, Tuition/Coaching",3–4 times/week,<30 minutes,3,Yes - Moderate noise (3),>3.5,Sporadically (no fixed schedule),>75%,Often,"50,001–100,000","Yes, Government Scholarship","5,000–10,000 BDT",No access,2,1,Low Risk
2025-05-24 15:21:29.502,24+,Female,Masters,Public University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,5–6 hours,No,Daily,<30 minutes,3,Yes - Moderate noise (3),3.1–3.5,Only before exams,>75%,Always,"20,000–50,000",No,No personal income,No access,1,5,High Risk
2025-05-24 15:26:26.880,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,30–60 minutes,3,Yes - Quiet (4),2.5–3.0,Only before exams,>75%,Often,"20,000–50,000",No,"5,000–10,000 BDT","Yes, Daily",2,3,Moderate Risk
2025-05-24 15:37:58.613,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,"Yes, Part-time/Full-time Job",1–2 times/week,<30 minutes,5,Yes - Quiet (4),3.1–3.5,Only before exams,50–75%,Often,"20,000–50,000",No,"5,000–10,000 BDT",No access,3,1,Low Risk
2025-05-24 15:44:32.090,17–20,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,No,Daily,>1 hour,2,Yes - Noisy (2),>3.5,"Regularly throughout the course (e.g., weekly)",>75%,Often,"50,001–100,000",No,No personal income,"Yes, Daily",2,3,Moderate Risk
2025-05-24 15:45:42.257,17–20,Female,Undergraduate (Year 1),Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),5–6 hours,No,3–4 times/week,<30 minutes,3,Yes - Moderate noise (3),>3.5,Only before exams,>75%,Always,"20,000–50,000",No,No personal income,"Yes, Daily",3,4,High Risk
2025-05-24 15:46:37.172,17–20,Female,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,Never,30–60 minutes,4,Yes - Quiet (4),3.1–3.5,"Regularly throughout the course (e.g., weekly)",>75%,Often,">100,000",No,No personal income,"Yes, Weekly",3,1,Low Risk
2025-05-24 15:46:40.399,21–23,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),5–6 hours,No,Never,<30 minutes,3,Yes - Quiet (4),3.1–3.5,"Regularly throughout the course (e.g., weekly)",>75%,Sometimes,"50,001–100,000",No,No personal income,No access,4,1,Low Risk
2025-05-24 15:51:36.602,24+,Male,Masters,Public University,"Suburban area (e.g., Gazipur, Savar, Tongi)",Home or Hostels,5–6 hours,"Yes, Freelancing (e.g., online work)",3–4 times/week,<30 minutes,3,Yes - Moderate noise (3),>3.5,Only before exams,>75%,Sometimes,"20,000–50,000","Yes, University Merit-Based",">10,000 BDT","Yes, Daily",3,1,Low Risk
2025-05-24 15:51:43.538,17–20,Female,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,1–2 times/week,<30 minutes,3,Yes - Noisy (2),3.1–3.5,"Regularly throughout the course (e.g., weekly)",>75%,Sometimes,"20,000–50,000",No,No personal income,"Yes, Weekly",3,3,Moderate Risk
2025-05-24 15:55:08.499,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Part-time/Full-time Job",3–4 times/week,30–60 minutes,5,Yes - Moderate noise (3),>3.5,Only before exams,>75%,Always,"20,000–50,000",No,">10,000 BDT","Yes, Rarely",1,3,Moderate Risk
2025-05-24 16:00:50.421,21–23,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,Never,30–60 minutes,5,Yes - Moderate noise (3),2.5–3.0,Only before exams,>75%,Often,"50,001–100,000",No,No personal income,No access,1,1,Low Risk
2025-05-24 16:01:11.181,17–20,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,Never,30–60 minutes,4,Yes - Quiet (4),3.1–3.5,Sporadically (no fixed schedule),>75%,Sometimes,"20,000–50,000",No,No personal income,"Yes, Daily",4,3,Moderate Risk
2025-05-24 16:01:17.313,24+,Male,Masters,Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,"Yes, Tuition/Coaching",1–2 times/week,<30 minutes,3,Yes - Noisy (2),3.1–3.5,Only before exams,<50%,Sometimes,"50,001–100,000",No,"5,000–10,000 BDT","Yes, Daily",1,1,Low Risk
2025-05-24 16:02:26.529,17–20,Male,Undergraduate (Year 1),National University / Affiliated College,"Suburban area (e.g., Gazipur, Savar, Tongi)",Home or Hostels,7–8 hours,"Yes, Tuition/Coaching",Daily,<30 minutes,5,Yes - Quiet (4),3.1–3.5,"Regularly throughout the course (e.g., weekly)",50–75%,Sometimes,"20,000–50,000",No,"5,000–10,000 BDT","Yes, Daily",2,2,Low Risk
2025-05-24 16:02:28.732,17–20,Male,Undergraduate (Year 1),Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,1–2 times/week,30–60 minutes,3,Yes - Moderate noise (3),>3.5,Sporadically (no fixed schedule),50–75%,Often,">100,000",No,No personal income,No access,3,1,Low Risk
2025-05-24 16:02:36.087,21–23,Male,Undergraduate (Year 2–4),National University / Affiliated College,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Tuition/Coaching",3–4 times/week,<30 minutes,5,Yes - Quiet (4),<2.5,Sporadically (no fixed schedule),<50%,Sometimes,"20,000–50,000",No,"5,000–10,000 BDT",No access,3,3,Moderate Risk
2025-05-24 16:03:01.885,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,<30 minutes,4,Yes - Quiet (4),<2.5,Only before exams,>75%,Never,"20,000–50,000","Yes, Government Scholarship",">10,000 BDT","Yes, Weekly",4,3,Moderate Risk
2025-05-24 16:03:27.960,21–23,Male,Undergraduate (Year 2–4),National University / Affiliated College,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,Never,30–60 minutes,3,Yes - Noisy (2),2.5–3.0,Sporadically (no fixed schedule),<50%,Rarely,"20,000–50,000",No,No personal income,No access,3,3,Moderate Risk
2025-05-24 16:06:33.896,21–23,Male,Undergraduate (Year 2–4),Public University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,<5 hours,No,3–4 times/week,<30 minutes,3,Yes - Quiet (4),>3.5,Only before exams,50–75%,Sometimes,"<20,000",No,No personal income,No access,2,1,Low Risk
2025-05-24 16:07:31.520,17–20,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),7–8 hours,"Yes, Tuition/Coaching",1–2 times/week,30–60 minutes,3,Yes - Moderate noise (3),3.1–3.5,Only before exams,50–75%,Sometimes,"20,000–50,000",No,"<5,000 BDT","Yes, Weekly",3,3,Moderate Risk
2025-05-24 16:08:12.488,21–23,Male,Undergraduate (Year 1),Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,>1 hour,5,Yes - Very noisy (1),3.1–3.5,Sporadically (no fixed schedule),>75%,Often,"20,000–50,000","Yes, University Merit-Based","<5,000 BDT","Yes, Daily",4,1,Low Risk
2025-05-24 16:10:34.317,21–23,Male,Undergraduate (Year 1),Private University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,<5 hours,No,Daily,30–60 minutes,1,Yes - Very noisy (1),>3.5,Sporadically (no fixed schedule),>75%,Often,"50,001–100,000","Yes, University Merit-Based",No personal income,"Yes, Weekly",1,1,Low Risk
2025-05-24 16:10:42.576,17–20,Female,Undergraduate (Year 1),Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,"Yes, Tuition/Coaching",Daily,>1 hour,3,Yes - Moderate noise (3),3.1–3.5,Sporadically (no fixed schedule),>75%,Sometimes,"20,000–50,000","Yes, University Merit-Based",No personal income,No access,4,5,High Risk
2025-05-24 16:12:35.804,21–23,Male,Undergraduate (Year 2–4),National University / Affiliated College,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,5–6 hours,No,1–2 times/week,>1 hour,3,Yes - Moderate noise (3),3.1–3.5,"Regularly throughout the course (e.g., weekly)",>75%,Sometimes,"20,000–50,000",No,No personal income,"Yes, Daily",3,1,Low Risk
2025-05-24 16:13:34.045,21–23,Female,Undergraduate (Year 2–4),Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),5–6 hours,No,3–4 times/week,<30 minutes,3,No dedicated study space,3.1–3.5,Only before exams,50–75%,Always,"<20,000","Yes, Government Scholarship",No personal income,"Yes, Rarely",2,2,Low Risk
2025-05-24 16:14:20.959,24+,Male,Undergraduate (Year 1),Private University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,<5 hours,"Yes, Tuition/Coaching",Daily,<30 minutes,3,Yes - Noisy (2),2.5–3.0,Sporadically (no fixed schedule),>75%,Often,"20,000–50,000",No,"5,000–10,000 BDT","Yes, Daily",4,2,Low Risk
2025-05-24 16:14:34.904,21–23,Male,Undergraduate (Year 1),Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,No,1–2 times/week,>1 hour,1,Yes - Very noisy (1),2.5–3.0,Only before exams,50–75%,Sometimes,">100,000",No,No personal income,"Yes, Rarely",3,1,Low Risk
2025-05-24 16:16:15.622,21–23,Male,Undergraduate (Year 1),Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",3–4 times/week,30–60 minutes,4,Yes - Quiet (4),3.1–3.5,Only before exams,>75%,Rarely,"<20,000","Yes, University Merit-Based","<5,000 BDT","Yes, Rarely",1,4,High Risk
2025-05-24 16:18:49.056,21–23,Female,Undergraduate (Year 1),Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,Daily,30–60 minutes,3,Yes - Noisy (2),<2.5,Sporadically (no fixed schedule),<50%,Sometimes,"20,000–50,000",No,No personal income,No access,3,3,Moderate Risk
2025-05-24 16:24:04.746,17–20,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Tuition/Coaching",3–4 times/week,>1 hour,3,Yes - Moderate noise (3),>3.5,"Regularly throughout the course (e.g., weekly)",>75%,Often,"<20,000","Yes, Government Scholarship","5,000–10,000 BDT",No access,3,1,Low Risk
2025-05-24 16:25:28.845,24+,Male,Masters,Private University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,5–6 hours,No,3–4 times/week,>1 hour,1,Yes - Moderate noise (3),3.1–3.5,Only before exams,50–75%,Always,"<20,000",No,No personal income,No access,3,3,Moderate Risk
2025-05-24 16:27:43.503,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),5–6 hours,No,1–2 times/week,<30 minutes,4,Yes - Quiet (4),3.1–3.5,Sporadically (no fixed schedule),>75%,Often,"20,000–50,000",No,No personal income,"Yes, Rarely",2,3,Moderate Risk
2025-05-24 17:01:25.231,24+,Male,Masters,Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,"Yes, Part-time/Full-time Job",Never,<30 minutes,5,Yes - Quiet (4),2.5–3.0,Sporadically (no fixed schedule),>75%,Sometimes,">100,000",No,">10,000 BDT","Yes, Daily",3,1,Low Risk
2025-05-24 17:01:46.036,21–23,Female,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,1–2 times/week,30–60 minutes,4,Yes - Moderate noise (3),2.5–3.0,Only before exams,50–75%,Often,"20,000–50,000",No,No personal income,"Yes, Daily",2,2,Low Risk
2025-05-24 17:08:15.393,17–20,Female,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,Daily,>1 hour,1,No dedicated study space,>3.5,Only before exams,>75%,Always,"50,001–100,000","Yes, Government Scholarship",No personal income,"Yes, Rarely",1,5,High Risk
2025-05-24 18:23:57.553,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,>1 hour,3,Yes - Noisy (2),3.1–3.5,Only before exams,50–75%,Sometimes,"20,000–50,000",No,">10,000 BDT",No access,1,1,Low Risk
2025-05-24 18:38:31.033,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,1–2 times/week,>1 hour,5,Yes - Quiet (4),>3.5,Sporadically (no fixed schedule),>75%,Sometimes,">100,000",No,No personal income,"Yes, Rarely",3,3,Moderate Risk
2025-05-24 18:48:03.157,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),<5 hours,No,Daily,<30 minutes,3,Yes - Moderate noise (3),3.1–3.5,Only before exams,>75%,Rarely,">100,000",No,No personal income,"Yes, Rarely",2,4,High Risk
2025-05-24 19:09:23.214,24+,Male,Undergraduate (Year 2–4),Public University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,30–60 minutes,4,Yes - Quiet (4),>3.5,Sporadically (no fixed schedule),>75%,Often,"20,000–50,000",No,">10,000 BDT","Yes, Rarely",4,3,Moderate Risk
2025-05-24 19:46:46.685,21–23,Female,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,No,Never,30–60 minutes,4,Yes - Moderate noise (3),>3.5,Sporadically (no fixed schedule),>75%,Sometimes,"20,000–50,000","Yes, Government Scholarship",No personal income,"Yes, Rarely",3,2,Low Risk
2025-05-24 20:22:52.814,21–23,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),7–8 hours,No,1–2 times/week,<30 minutes,4,Yes - Noisy (2),3.1–3.5,"Regularly throughout the course (e.g., weekly)",>75%,Sometimes,"<20,000","Yes, Government Scholarship",No personal income,No access,4,3,Moderate Risk
2025-05-24 21:05:04.313,21–23,Female,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,Never,<30 minutes,5,Yes - Quiet (4),2.5–3.0,Sporadically (no fixed schedule),>75%,Always,">100,000",No,No personal income,"Yes, Daily",2,3,Moderate Risk
2025-05-24 21:43:27.133,17–20,Female,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",Never,>1 hour,4,Yes - Moderate noise (3),3.1–3.5,Sporadically (no fixed schedule),>75%,Often,"<20,000","Yes, Government Scholarship","<5,000 BDT","Yes, Rarely",3,4,High Risk
2025-05-24 21:50:25.679,17–20,Male,Undergraduate (Year 1),Public University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,<5 hours,"Yes, Tuition/Coaching",Never,30–60 minutes,5,Yes - Moderate noise (3),>3.5,"Regularly throughout the course (e.g., weekly)",>75%,Sometimes,"<20,000",No,"<5,000 BDT","Yes, Weekly",4,1,Low Risk
2025-05-24 22:47:14.160,21–23,Male,Undergraduate (Year 1),Public University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,7–8 hours,"Yes, Tuition/Coaching",3–4 times/week,30–60 minutes,1,No dedicated study space,>3.5,Only before exams,>75%,Sometimes,"<20,000",No,No personal income,"Yes, Rarely",3,5,High Risk
2025-05-25 00:14:35.306,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,"Yes, Part-time/Full-time Job",Daily,>1 hour,4,Yes - Moderate noise (3),3.1–3.5,Only before exams,<50%,Always,"20,000–50,000",No,">10,000 BDT",No access,2,5,High Risk
2025-05-25 00:20:28.288,24+,Male,Undergraduate (Year 2–4),National University / Affiliated College,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",Daily,30–60 minutes,4,Yes - Moderate noise (3),3.1–3.5,Sporadically (no fixed schedule),<50%,Sometimes,"20,000–50,000",No,"5,000–10,000 BDT","Yes, Daily",1,3,Moderate Risk
2025-05-25 00:20:35.886,21–23,Female,Undergraduate (Year 1),Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,<30 minutes,3,Yes - Moderate noise (3),>3.5,"Regularly throughout the course (e.g., weekly)",>75%,Always,"<20,000","Yes, Government Scholarship","<5,000 BDT","Yes, Daily",3,3,Moderate Risk
2025-05-25 11:11:11.832,17–20,Male,Undergraduate (Year 1),Public University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,30–60 minutes,5,Yes - Quiet (4),>3.5,"Regularly throughout the course (e.g., weekly)",>75%,Rarely,"20,000–50,000",No,"5,000–10,000 BDT","Yes, Daily",3,3,Moderate Risk
2025-05-25 12:03:05.354,24+,Female,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Freelancing (e.g., online work)",3–4 times/week,30–60 minutes,4,Yes - Moderate noise (3),>3.5,"Regularly throughout the course (e.g., weekly)",>75%,Often,"50,001–100,000","Yes, University Merit-Based","<5,000 BDT","Yes, Daily",4,1,Low Risk
2025-05-25 12:11:38.397,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Part-time/Full-time Job",3–4 times/week,30–60 minutes,3,Yes - Moderate noise (3),>3.5,Sporadically (no fixed schedule),>75%,Sometimes,">100,000","Yes, University Merit-Based",">10,000 BDT","Yes, Rarely",2,3,Moderate Risk
2025-05-25 14:30:48.764,21–23,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,>1 hour,3,Yes - Very quiet (5),>3.5,Only before exams,>75%,Always,"20,000–50,000",No,"5,000–10,000 BDT","Yes, Daily",3,3,Moderate Risk
2025-05-25 14:32:05.695,21–23,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,>8 hours,"Yes, Tuition/Coaching",1–2 times/week,<30 minutes,3,Yes - Moderate noise (3),3.1–3.5,Sporadically (no fixed schedule),>75%,Often,"20,000–50,000",No,No personal income,No access,3,3,Moderate Risk
2025-05-25 14:58:40.304,21–23,Female,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Tuition/Coaching",1–2 times/week,>1 hour,4,Yes - Moderate noise (3),3.1–3.5,"Regularly throughout the course (e.g., weekly)",50–75%,Often,"50,001–100,000",No,"5,000–10,000 BDT",No access,3,3,Moderate Risk
2025-05-25 17:07:55.482,21–23,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,No,Never,>1 hour,5,Yes - Quiet (4),<2.5,Sporadically (no fixed schedule),>75%,Sometimes,"50,001–100,000",No,No personal income,"Yes, Daily",3,2,Low Risk
2025-05-25 17:17:03.601,24+,Male,Masters,Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),5–6 hours,"Yes, Part-time/Full-time Job",3–4 times/week,<30 minutes,1,Yes - Moderate noise (3),3.1–3.5,Only before exams,50–75%,Rarely,"20,000–50,000",No,"5,000–10,000 BDT","Yes, Rarely",1,3,Moderate Risk
2025-05-25 20:03:05.838,21–23,Male,Undergraduate (Year 1),National University / Affiliated College,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Part-time/Full-time Job",Never,<30 minutes,3,Yes - Moderate noise (3),2.5–3.0,Sporadically (no fixed schedule),50–75%,Often,"20,000–50,000",No,"<5,000 BDT","Yes, Daily",2,5,High Risk
2025-05-25 20:07:01.180,17–20,Female,Undergraduate (Year 1),Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,>1 hour,2,Yes - Moderate noise (3),3.1–3.5,Only before exams,>75%,Always,">100,000",No,">10,000 BDT",No access,3,3,Moderate Risk
2025-05-25 20:13:11.502,21–23,Female,Undergraduate (Year 2–4),National University / Affiliated College,"Suburban area (e.g., Gazipur, Savar, Tongi)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",3–4 times/week,>1 hour,1,Yes - Moderate noise (3),<2.5,Only before exams,50–75%,Rarely,"20,000–50,000",No,"<5,000 BDT",No access,3,2,Low Risk
2025-05-25 20:15:22.232,17–20,Female,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,"Yes, Tuition/Coaching",1–2 times/week,>1 hour,3,Yes - Moderate noise (3),2.5–3.0,"Regularly throughout the course (e.g., weekly)",>75%,Always,"20,000–50,000",No,"<5,000 BDT","Yes, Rarely",3,3,Moderate Risk
2025-05-25 21:10:13.266,17–20,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,>1 hour,4,Yes - Moderate noise (3),>3.5,Sporadically (no fixed schedule),>75%,Often,"20,000–50,000",No,"5,000–10,000 BDT","Yes, Rarely",4,3,Moderate Risk
2025-05-25 21:17:38.646,21–23,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,Daily,<30 minutes,3,Yes - Quiet (4),>3.5,Only before exams,>75%,Sometimes,"50,001–100,000",No,No personal income,"Yes, Daily",1,3,Moderate Risk
